team,days,attack,defense
Norwich,8400,2.071110052916206,0.5102062572053845
Norwich,8600,2.04048527653274,0.5133526142903241
Norwich,8800,2.0401804011393128,0.5121216262019423
Norwich,8934,2.0312370280383436,0.5149618357605906
Everton,200,2.3616116054507876,0.4116055763053791
Everton,400,2.5552388877134184,0.4545095301659188
Everton,600,2.5546510448886717,0.44096669940542654
Everton,800,2.744606030862399,0.4393442691678287
Everton,1000,2.7521153921657517,0.4157948078107237
Everton,1200,2.7796738806622985,0.40715387671556336
Everton,1400,2.7417322468898004,0.41872704328757576
Everton,1600,2.776053451961726,0.39704808122101204
Everton,1800,2.731903011891714,0.399132663063425
Everton,2000,2.601228352901138,0.39220565768081406
Everton,2200,2.7261577536493924,0.37280797001817867
Everton,2400,2.731491483139609,0.36169504470637265
Everton,2600,2.786679067495743,0.35596544554108794
Everton,2800,2.875002357851932,0.3388677151098706
Everton,3000,2.86095915623584,0.3495351427481155
Everton,3200,2.9853624245952037,0.3286414939284667
Everton,3400,2.9616952533013454,0.33654972149320556
Everton,3600,3.0876325881636815,0.32563825860856027
Everton,3800,3.013910818024343,0.32860325426632764
Everton,4000,3.0295252491006597,0.3286359641437315
Everton,4200,2.959280399527557,0.3261159956546882
Everton,4400,3.001042150007138,0.3240505336052353
Everton,4600,3.0545689371407856,0.3249935629148117
Everton,4800,3.0772870209340226,0.3193103556527545
Everton,5000,3.1323823918918046,0.3123250938028192
Everton,5200,3.181290431348204,0.317446378532666
Everton,5400,3.1228912644409204,0.3191304348670966
Everton,5600,3.145626388087666,0.3279012321714071
Everton,5800,3.1424473257583605,0.3322298136408572
Everton,6000,3.1433717470012184,0.33023121740288863
Everton,6200,3.1842846442819286,0.3318328845006589
Everton,6400,3.1907227152532984,0.3357319759759812
Everton,6600,3.20064264050158,0.3357730924667175
Everton,6800,3.182828908003485,0.3371329768663911
Everton,7000,3.155342209279674,0.33760147562761916
Everton,7200,3.1696672411883906,0.34373267904474125
Everton,7400,3.1823296020096823,0.34696984683468024
Everton,7600,3.1282666437216538,0.34578534773711783
Everton,7800,3.125943652253851,0.3499292889716656
Everton,8000,3.093530047525226,0.35748521292305285
Everton,8200,3.0481426346823097,0.35566353618582114
Everton,8400,2.997008750862505,0.36001304207148205
Everton,8600,2.931648845362792,0.3629521049837831
Everton,8800,2.9055285348022886,0.3656961728255738
Everton,8934,2.866286633087843,0.3606650129578996
